Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Rain_Detected
158.0,2025-02-10,16:28:36,33.9,46.0,354.08,8.17,3.27,5.45,268.7,27.24,54.47,82.0,-1.0,82.0,No
159.0,2025-02-10,16:28:38,33.9,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
160.0,2025-02-10,16:28:40,33.9,46.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
161.0,2025-02-10,16:28:42,33.9,46.0,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82.0,-1.0,82.0,No
162.0,2025-02-10,16:28:44,33.9,46.0,354.08,8.17,3.27,5.45,268.7,27.24,54.47,82.0,-1.0,82.0,No
163.0,2025-02-10,16:28:46,33.9,46.0,356.1,8.22,3.29,5.48,269.88,27.39,54.79,83.0,-1.0,83.0,No
164.0,2025-02-10,16:28:48,33.9,46.0,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82.0,-1.0,82.0,No
165.0,2025-02-10,16:28:50,34.0,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
166.0,2025-02-10,16:28:52,34.0,46.0,356.1,8.22,3.29,5.48,269.88,27.39,54.79,83.0,-1.0,83.0,No
167.0,2025-02-10,16:28:54,34.0,46.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
168.0,2025-02-10,16:28:56,34.0,46.0,356.1,8.22,3.29,5.48,269.88,27.39,54.79,83.0,-1.0,83.0,No
169.0,2025-02-10,16:28:59,34.0,46.0,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82.0,-1.0,82.0,No
170.0,2025-02-10,16:29:01,34.0,46.0,354.08,8.17,3.27,5.45,268.7,27.24,54.47,82.0,-1.0,82.0,No
171.0,2025-02-10,16:29:03,34.0,46.0,354.08,8.17,3.27,5.45,268.7,27.24,54.47,82.0,-1.0,82.0,No
172.0,2025-02-10,16:29:05,34.0,46.0,356.1,8.22,3.29,5.48,269.88,27.39,54.79,83.0,-1.0,83.0,No
173.0,2025-02-10,16:29:07,34.0,46.0,354.08,8.17,3.27,5.45,268.7,27.24,54.47,82.0,-1.0,82.0,No
1.0,2025-02-10,16:29:09,34.0,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
2.0,2025-02-10,16:29:11,34.0,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
3.0,2025-02-10,16:29:13,34.0,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
4.0,2025-02-10,16:29:15,34.0,46.0,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82.0,-1.0,82.0,No
5.0,2025-02-10,16:29:17,34.0,46.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
6.0,2025-02-10,16:29:19,34.0,46.0,354.08,8.17,3.27,5.45,268.7,27.24,54.47,82.0,-1.0,82.0,No
7.0,2025-02-10,16:29:21,34.0,46.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
8.0,2025-02-10,16:29:24,34.0,46.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
9.0,2025-02-10,16:29:26,34.0,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
10.0,2025-02-10,16:29:28,34.0,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
11.0,2025-02-10,16:29:30,34.0,46.0,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82.0,-1.0,82.0,No
12.0,2025-02-10,16:29:32,34.0,46.0,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82.0,-1.0,82.0,No
13.0,2025-02-10,16:29:34,34.1,46.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
14.0,2025-02-10,16:29:36,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
15.0,2025-02-10,16:29:38,34.1,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
16.0,2025-02-10,16:29:40,34.1,46.0,354.08,8.17,3.27,5.45,268.7,27.24,54.47,82.0,-1.0,82.0,No
17.0,2025-02-10,16:29:42,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
18.0,2025-02-10,16:29:44,34.1,46.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
19.0,2025-02-10,16:29:47,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
20.0,2025-02-10,16:29:49,34.0,46.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
21.0,2025-02-10,16:29:51,34.0,46.0,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82.0,-1.0,82.0,No
22.0,2025-02-10,16:29:53,34.0,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
23.0,2025-02-10,16:29:55,34.0,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
24.0,2025-02-10,16:29:57,34.0,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
25.0,2025-02-10,16:29:59,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
26.0,2025-02-10,16:30:01,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
27.0,2025-02-10,16:30:03,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
28.0,2025-02-10,16:30:05,34.1,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
29.0,2025-02-10,16:30:07,34.1,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
30.0,2025-02-10,16:30:10,34.1,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
31.0,2025-02-10,16:30:12,34.1,46.0,356.1,8.22,3.29,5.48,269.88,27.39,54.79,83.0,-1.0,83.0,No
32.0,2025-02-10,16:30:14,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
33.0,2025-02-10,16:30:16,34.1,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
34.0,2025-02-10,16:30:18,34.1,46.0,354.08,8.17,3.27,5.45,268.7,27.24,54.47,82.0,-1.0,82.0,No
35.0,2025-02-10,16:30:20,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
36.0,2025-02-10,16:30:22,34.1,46.0,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82.0,-1.0,82.0,No
37.0,2025-02-10,16:30:24,34.1,46.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
38.0,2025-02-10,16:30:26,34.1,46.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
39.0,2025-02-10,16:30:28,34.1,46.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
40.0,2025-02-10,16:30:30,34.1,46.0,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82.0,-1.0,82.0,No
41.0,2025-02-10,16:30:33,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
42.0,2025-02-10,16:30:35,34.2,46.0,354.08,8.17,3.27,5.45,268.7,27.24,54.47,82.0,-1.0,82.0,No
43.0,2025-02-10,16:30:37,34.2,46.0,356.1,8.22,3.29,5.48,269.88,27.39,54.79,83.0,-1.0,83.0,No
44.0,2025-02-10,16:30:39,34.2,46.0,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82.0,-1.0,82.0,No
45.0,2025-02-10,16:30:41,34.2,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
46.0,2025-02-10,16:30:43,34.2,46.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
47.0,2025-02-10,16:30:45,34.2,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
48.0,2025-02-10,16:30:47,34.2,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
49.0,2025-02-10,16:30:49,34.2,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
50.0,2025-02-10,16:30:51,34.2,46.0,362.3,8.36,3.34,5.57,273.49,27.87,55.74,84.0,51.0,84.0,No
51.0,2025-02-10,16:30:53,34.2,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
52.0,2025-02-10,16:30:56,34.2,46.0,362.3,8.36,3.34,5.57,273.49,27.87,55.74,84.0,51.0,84.0,No
53.0,2025-02-10,16:30:58,34.1,45.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
54.0,2025-02-10,16:31:00,34.1,45.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
55.0,2025-02-10,16:31:02,34.1,45.0,362.3,8.36,3.34,5.57,273.49,27.87,55.74,84.0,51.0,84.0,No
56.0,2025-02-10,16:31:04,34.1,45.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
57.0,2025-02-10,16:31:06,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
58.0,2025-02-10,16:31:08,34.1,46.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
59.0,2025-02-10,16:31:10,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
60.0,2025-02-10,16:31:12,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
61.0,2025-02-10,16:31:14,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
62.0,2025-02-10,16:31:16,34.1,46.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
63.0,2025-02-10,16:31:19,34.1,46.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
64.0,2025-02-10,16:31:21,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
65.0,2025-02-10,16:31:23,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
66.0,2025-02-10,16:31:25,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
67.0,2025-02-10,16:31:27,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
68.0,2025-02-10,16:31:29,34.1,46.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
69.0,2025-02-10,16:31:31,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
70.0,2025-02-10,16:31:33,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
71.0,2025-02-10,16:31:35,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
72.0,2025-02-10,16:31:37,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
73.0,2025-02-10,16:31:39,34.1,46.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
74.0,2025-02-10,16:31:42,34.1,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
75.0,2025-02-10,16:31:44,34.1,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
76.0,2025-02-10,16:31:46,34.1,46.0,356.1,8.22,3.29,5.48,269.88,27.39,54.79,83.0,-1.0,83.0,No
77.0,2025-02-10,16:31:48,34.1,46.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
78.0,2025-02-10,16:31:50,34.0,46.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
79.0,2025-02-10,16:31:52,34.0,46.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
80.0,2025-02-10,16:31:54,34.0,46.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
81.0,2025-02-10,16:31:56,34.0,46.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
82.0,2025-02-10,16:31:58,34.0,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
83.0,2025-02-10,16:32:00,34.0,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
84.0,2025-02-10,16:32:02,34.0,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
85.0,2025-02-10,16:32:05,34.0,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
86.0,2025-02-10,16:32:07,34.0,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
87.0,2025-02-10,16:32:09,34.0,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
88.0,2025-02-10,16:32:11,34.0,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
89.0,2025-02-10,16:32:13,34.0,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
90.0,2025-02-10,16:32:15,34.0,46.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
91.0,2025-02-10,16:32:17,34.0,46.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
92.0,2025-02-10,16:32:19,34.0,46.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
93.0,2025-02-10,16:32:21,34.0,46.0,362.3,8.36,3.34,5.57,273.49,27.87,55.74,84.0,51.0,84.0,No
94.0,2025-02-10,16:32:23,34.0,46.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
95.0,2025-02-10,16:32:25,34.0,46.0,362.3,8.36,3.34,5.57,273.49,27.87,55.74,84.0,51.0,84.0,No
96.0,2025-02-10,16:32:28,34.0,47.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
97.0,2025-02-10,16:32:30,34.0,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
98.0,2025-02-10,16:32:32,34.0,47.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
99.0,2025-02-10,16:32:34,33.9,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
100.0,2025-02-10,16:32:36,33.9,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
101.0,2025-02-10,16:32:38,33.9,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
102.0,2025-02-10,16:32:40,33.9,47.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
103.0,2025-02-10,16:32:42,33.9,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
104.0,2025-02-10,16:32:44,33.9,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
105.0,2025-02-10,16:32:46,33.9,47.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
106.0,2025-02-10,16:32:48,33.9,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
107.0,2025-02-10,16:32:51,33.9,47.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
108.0,2025-02-10,16:32:53,33.9,47.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
109.0,2025-02-10,16:32:55,33.9,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
110.0,2025-02-10,16:32:57,33.9,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
111.0,2025-02-10,16:32:59,33.9,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
112.0,2025-02-10,16:33:01,33.9,47.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
113.0,2025-02-10,16:33:03,33.9,47.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
114.0,2025-02-10,16:33:05,33.9,47.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
115.0,2025-02-10,16:33:07,34.0,47.0,362.3,8.36,3.34,5.57,273.49,27.87,55.74,84.0,51.0,84.0,No
116.0,2025-02-10,16:33:09,34.0,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
117.0,2025-02-10,16:33:11,34.0,47.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
118.0,2025-02-10,16:33:14,34.0,47.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
119.0,2025-02-10,16:33:16,34.0,47.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
120.0,2025-02-10,16:33:18,34.0,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
121.0,2025-02-10,16:33:20,34.0,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
122.0,2025-02-10,16:33:22,34.0,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
123.0,2025-02-10,16:33:24,34.0,47.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
124.0,2025-02-10,16:33:26,34.0,47.0,362.3,8.36,3.34,5.57,273.49,27.87,55.74,84.0,51.0,84.0,No
125.0,2025-02-10,16:33:28,34.0,47.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
126.0,2025-02-10,16:33:30,33.9,47.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
127.0,2025-02-10,16:33:32,33.9,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
128.0,2025-02-10,16:33:34,33.9,47.0,363.35,8.38,3.35,5.59,274.1,27.95,55.9,84.0,51.0,84.0,No
129.0,2025-02-10,16:33:37,33.9,47.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
130.0,2025-02-10,16:33:39,33.9,47.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
131.0,2025-02-10,16:33:41,33.9,47.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
132.0,2025-02-10,16:33:43,33.9,47.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
133.0,2025-02-10,16:33:45,33.9,47.0,358.15,8.26,3.31,5.51,271.07,27.55,55.1,83.0,51.0,83.0,No
134.0,2025-02-10,16:33:47,33.9,47.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
135.0,2025-02-10,16:33:49,33.9,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
136.0,2025-02-10,16:33:51,33.9,47.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
137.0,2025-02-10,16:33:53,33.9,47.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
138.0,2025-02-10,16:33:55,33.9,48.0,357.12,8.24,3.3,5.49,270.48,27.47,54.94,83.0,-1.0,83.0,No
139.0,2025-02-10,16:33:58,33.9,48.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
140.0,2025-02-10,16:34:00,33.9,48.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
141.0,2025-02-10,16:34:02,33.9,48.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
142.0,2025-02-10,16:34:04,33.9,48.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
143.0,2025-02-10,16:34:06,33.9,48.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
144.0,2025-02-10,16:34:08,33.9,47.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
145.0,2025-02-10,16:34:10,33.9,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
146.0,2025-02-10,16:34:12,33.9,47.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
147.0,2025-02-10,16:34:14,33.9,47.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
148.0,2025-02-10,16:34:16,33.9,47.0,362.3,8.36,3.34,5.57,273.49,27.87,55.74,84.0,51.0,84.0,No
149.0,2025-02-10,16:34:18,33.9,47.0,362.3,8.36,3.34,5.57,273.49,27.87,55.74,84.0,51.0,84.0,No
150.0,2025-02-10,16:34:21,33.9,47.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
151.0,2025-02-10,16:34:23,33.9,48.0,362.3,8.36,3.34,5.57,273.49,27.87,55.74,84.0,51.0,84.0,No
152.0,2025-02-10,16:34:25,33.9,48.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
153.0,2025-02-10,16:34:27,33.9,48.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
154.0,2025-02-10,16:34:29,33.9,48.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
155.0,2025-02-10,16:34:31,33.9,48.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
156.0,2025-02-10,16:34:33,33.9,48.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
157.0,2025-02-10,16:34:35,33.9,48.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
158.0,2025-02-10,16:34:37,33.9,48.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
159.0,2025-02-10,16:34:39,33.9,48.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
160.0,2025-02-10,16:34:41,33.9,48.0,364.41,8.41,3.36,5.61,274.71,28.03,56.06,84.0,51.0,84.0,No
161.0,2025-02-10,16:34:44,33.9,48.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
162.0,2025-02-10,16:34:46,33.9,48.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
163.0,2025-02-10,16:34:48,33.9,48.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
164.0,2025-02-10,16:34:50,33.9,48.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
165.0,2025-02-10,16:34:52,33.9,48.0,362.3,8.36,3.34,5.57,273.49,27.87,55.74,84.0,51.0,84.0,No
166.0,2025-02-10,16:34:54,34.0,48.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
167.0,2025-02-10,16:34:56,34.0,48.0,362.3,8.36,3.34,5.57,273.49,27.87,55.74,84.0,51.0,84.0,No
168.0,2025-02-10,16:34:58,34.0,48.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
169.0,2025-02-10,16:35:00,34.0,48.0,362.3,8.36,3.34,5.57,273.49,27.87,55.74,84.0,51.0,84.0,No
170.0,2025-02-10,16:35:02,34.0,48.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
171.0,2025-02-10,16:35:04,34.0,48.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
172.0,2025-02-10,16:35:07,34.0,48.0,364.41,8.41,3.36,5.61,274.71,28.03,56.06,84.0,51.0,84.0,No
173.0,2025-02-10,16:35:09,34.0,48.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
1.0,2025-02-10,16:35:11,34.0,48.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
2.0,2025-02-10,16:35:13,34.1,48.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
3.0,2025-02-10,16:35:15,34.1,48.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
4.0,2025-02-10,16:35:17,34.1,48.0,362.3,8.36,3.34,5.57,273.49,27.87,55.74,84.0,51.0,84.0,No
5.0,2025-02-10,16:35:19,34.1,48.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
6.0,2025-02-10,16:35:21,34.1,48.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
7.0,2025-02-10,16:35:23,34.1,48.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
8.0,2025-02-10,16:35:25,34.1,48.0,361.25,8.34,3.33,5.56,272.88,27.79,55.58,83.0,51.0,83.0,No
9.0,2025-02-10,16:35:27,34.1,48.0,364.41,8.41,3.36,5.61,274.71,28.03,56.06,84.0,51.0,84.0,No
10.0,2025-02-10,16:35:29,34.1,47.0,360.21,8.31,3.33,5.54,272.27,27.71,55.42,83.0,51.0,83.0,No
11.0,2025-02-10,16:35:32,34.2,47.0,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83.0,51.0,83.0,No
12.0,2025-02-10,16:35:34,34.2,47.0,364.41,8.41,3.36,5.61,274.71,28.03,56.06,84.0,51.0,84.0,No
13.0,2025-02-10,16:35:36,34.2,47.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
14.0,2025-02-10,16:35:38,34.2,47.0,362.3,8.36,3.34,5.57,273.49,27.87,55.74,84.0,51.0,84.0,No
15.0,2025-02-10,16:35:40,34.2,47.0,364.41,8.41,3.36,5.61,274.71,28.03,56.06,84.0,51.0,84.0,No
16.0,2025-02-10,16:35:42,34.2,47.0,364.41,8.41,3.36,5.61,274.71,28.03,56.06,84.0,51.0,84.0,No
17.0,2025-02-10,16:35:44,34.2,47.0,362.3,8.36,3.34,5.57,273.49,27.87,55.74,84.0,51.0,84.0,No
